Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-B6-A0RO-01A-22R-A084-07	0.10484351	0	0.003536798	0.130186045	0.14497199	0	0.06769103	0	0.001913515	0	0.02620834	0.134675712	0	0.071249587	0.17100448	0.009302298	0.059056903	0.050538974	0	0.024820817	0
TCGA-GM-A3NW-01A-21R-A22K-07	0.036990537	0	0.001963387	0.064993441	0.281291858	0.0087334	0.020079671	0.012941177	0.01171782	0	0.016420708	0.012973912	0	0.101693686	0.124839907	0.084352803	0	0.221007693	0	0	0
TCGA-A1-A0SO-01A-22R-A084-07	0.09807868	0	0.043578555	0.052620608	0.244929913	0.015246295	0.071925411	0.003569955	0	0	0	0	0.212985656	0.104020617	0.127947631	0.012865591	0	0.012231088	0	0	0
TCGA-C8-A132-01A-31R-A115-07	0.103702648	0	0.077177562	0.191888625	0.170595958	0.02353627	0.044117101	0.050120368	0.003417256	0	0	0	0.107939342	0.058749927	0.08872285	0.047901139	0.014587921	0.017543033	0	0	0
TCGA-A8-A09M-01A-11R-A00Z-07	0.031343996	0	0.040127783	0.132589455	0.233557672	0.027505211	0.062688466	0.036871142	0	0	0.00048379	0.051596717	0.056607269	0.100515327	0.188286426	0.009350806	0.007436634	0.021039306	0	0	0
TCGA-BH-A0E1-01A-11R-A056-07	0.139285244	0	0.012039969	0.001203874	0.169626788	0	0.012873728	0	0	0.0282215	0	0.01076118	0.432121507	0	0.147554386	0	0	0.046311823	0	0	0
TCGA-A7-A0DC-01A-11R-A00Z-07	0	0.004168948	0.02276715	0	0.334241016	0	0.007453021	0	0.015128893	0.024518135	0	0	0.400973607	0.004607549	0.075338438	0	0	0.110803243	0	0	0
TCGA-EW-A424-01A-11R-A24H-07	0.177889678	0	0.252228453	0.058769794	0.054707954	0	0.057957181	0	0	0.007839736	0.00020595	0.073096753	0.033905807	0.036848459	0.093533052	0.008038261	0	0.144978922	0	0	0
TCGA-PL-A8LY-01A-11R-A41B-07	0.127533108	0	0.119477758	0.170494862	0.137586482	0	0.062531379	0.031755742	0	0	0.040640871	0.012249816	0.056772113	0.009847618	0.182523883	0.014330072	0.013026503	0.021229795	0	0	0
TCGA-AR-A1AI-01A-11R-A12P-07	0.014771519	0	0.078291017	0.16024551	0.166829892	0.094898156	0.061818845	0.026231298	0	0.009627367	0	0.016823877	0.127612351	0.080465609	0.101267038	0.032439481	0.011372766	0.015429695	0	0	0.001875579
TCGA-GM-A4E0-01A-12R-A266-07	0.055385445	0	0.006839441	0.19373043	0.253540728	0.003189858	0.02672861	0.003911903	0.00685986	0	0	0.090333839	0	0.10841238	0.216376047	0.013752757	0	0.020938701	0	0	0
TCGA-S3-AA15-01A-11R-A41B-07	0.109490134	0.02178866	0.314627838	0.128325414	0.057511078	0.024984006	0.008978771	0.031060104	0	0	0.028069974	0.011631591	0.095144802	0.035420681	0.077736284	0.002053167	0	0.052146776	0	0	0.00103072
TCGA-C8-A275-01A-21R-A16F-07	0.062346293	0	0.067585287	0.121970394	0.124769993	0.098307831	0.032924486	0.017728153	0.01107733	0.017140704	0	0	0.170624376	0.095119484	0.107973079	0.036646675	0.008619651	0.027166262	0	0	0
TCGA-B6-A0RE-01A-11R-A056-07	0.08435645	0	0.126578606	0.053968915	0.079629106	0.023644237	0.056213629	0.009674732	0	0	0	0	0.306171785	0.078334113	0.103201961	0.028416133	0.017187504	0.030502054	0	0	0.002120774
TCGA-AO-A12E-01A-11R-A10J-07	0.060488984	0	0.003495492	0.024129443	0.196416127	0	0.029835856	0	0	0.00894265	0	0.154285289	0.04373389	0.054111018	0.182595771	0.016772086	0.008086385	0.21710701	0	0	0
TCGA-AQ-A7U7-01A-22R-A352-07	0.062691152	0	0.01941938	0.243604204	0.24713104	0.016583133	0.07538976	0.043580873	0	0	0	0.002346654	0.056100026	0.100037524	0.092777604	0.012369622	0	0.027969028	0	0	0
TCGA-BH-A202-01A-11R-A14M-07	0.051113788	0	0.006415654	0.162478413	0.12573014	0.079208787	0.055645608	0.014667918	0	0	0.002174746	0	0.126508931	0.078528642	0.240522485	0.022594705	0	0.034410184	0	0	0
TCGA-AN-A0AR-01A-11R-A00Z-07	0.028471775	0.010363159	0	0.032306797	0.301714321	0	0.018038888	0.011630216	0	0	0.02000564	0.008208577	0.16838874	0.054246676	0.114952226	0.207170531	0	0.024502454	0	0	0
TCGA-AC-A6IW-01A-12R-A33J-07	0.020062165	0	0	0.140339329	0.140408024	0.021333803	0.109237763	0.015181529	0	0	0.012206931	0.010094206	0.014112131	0.131329954	0.164589778	0.206101686	0	0.008036811	0	0.005169391	0.001796499
TCGA-AO-A12G-01A-11R-A10J-07	0.090947415	0	0.05051984	0.089771065	0.214025894	0.004771251	0.038074295	0.012343722	0	0	0.025263248	0.028624615	0	0.127553266	0.133566528	0.033777082	0	0.150602227	0	0	0.000159552
TCGA-A8-A06X-01A-21R-A00Z-07	0.043084285	0	0.003809516	0.114553248	0.08886743	0.031203064	0.09364844	0.019612623	0	0	0.030376273	0	0.248577631	0.068851362	0.200632839	0	0.024449961	0.032333329	0	0	0
TCGA-AO-A0J6-01A-11R-A034-07	0	0	0.006143103	0.223201062	0.057316414	0.053606971	0.071586577	0.011990341	0.051578139	0.037996631	0.01325302	0	0.08936454	0.121760265	0.081738957	0	0.150901538	0.027450161	0	0	0.002112279
TCGA-LL-A7SZ-01A-32R-A352-07	0.021657743	0.0133073	0.158092379	0.115159516	0.179437467	0.011003249	0.053495682	0.07556299	0	0.00614711	0	0	0.071938793	0.082392264	0.163984288	0.023712356	0	0.024108864	0	0	0
TCGA-B6-A0I1-01A-11R-A21T-07	0.075114981	0	0.021415525	0.018684266	0.020687394	0	0.015747796	0.026796476	0	0.002281291	0	0	0.619090584	0.079028174	0.073181628	0	0.039752281	0.008219602	0	0	0
TCGA-E9-A5FK-01A-11R-A27Q-07	0.036357432	0.025815118	0.025164583	0.205275786	0.134637942	0.050172303	0.08365812	0.11509035	0.029047575	0	0.026949301	0	0.045284069	0.081625512	0.053756002	0.009853785	0.008222699	0.069089424	0	0	0
TCGA-LL-A441-01A-11R-A24H-07	0.270668273	0.104059063	0.030062064	0.086354374	0.167773001	0.009737918	0.081390749	0.024855972	0	0.00546137	0	0	0.118206734	0.056465974	0.025322164	0	0.000197884	0.019444462	0	0	0
TCGA-E9-A226-01A-21R-A157-07	0.010544519	0	0.005691579	0.014868451	0.185453281	0	0.043633732	0.022035737	0	0.017792339	0	0	0.33700903	0.075707528	0.212707264	0.002418363	0	0.072138177	0	0	0
TCGA-C8-A12Z-01A-11R-A115-07	0.029103146	0	0.040037446	0.015743731	0.07105346	0	0.049531239	0.018729621	0	0.002104682	0.002883925	0	0.546819024	0.078198475	0.101620859	0	0	0.044174391	0	0	0
TCGA-PE-A5DE-01A-11R-A27Q-07	0.084273068	0	0.060401815	0.34796157	0.109474791	0.033325994	0.069779179	0.034691076	0	0	0.008505568	0.002919662	0.0770949	0.083874526	0.060333937	0.01093876	0	0.016425155	0	0	0
TCGA-A2-A3XV-01A-21R-A239-07	0.060740042	0	0.014345407	0.057615699	0.158700653	0	0.039732256	0.028753931	0	0	0.053848669	0.002018086	0.2166727	0.069745587	0.261042093	0	0	0.036784878	0	0	0
TCGA-E2-A1IK-01A-11R-A144-07	0.040906558	0	0.033917494	0.139533474	0.114823851	0.015399468	0.045990528	0.03927029	0.060875029	0	0.013056587	0	0.189389812	0.139492355	0.115510124	0.005466455	0	0.046367975	0	0	0
TCGA-BH-A0HQ-01A-11R-A034-07	0.204530556	0	0.04044751	0.020194687	0.023916035	0	0.001827561	0.055381214	0	0.025083004	0	0	0.417040221	0.019200189	0.073448882	0	0	0.118930139	0	0	0
TCGA-E9-A249-01A-11R-A169-07	0.060581028	0	0	0.117559483	0.123027657	0	0.107211657	0.033684962	0.00108393	0	0.017878164	0	0.24051045	0.096066798	0.142368266	0.020648085	0	0.039379521	0	0	0
TCGA-BH-A0C7-01B-11R-A115-07	0.099013229	0	0.009023105	0.077979304	0.255030782	0.015839077	0.038995762	0	0	0	0.006066399	0	0.141381654	0.097282907	0.123848486	0.012264168	0.002721661	0.120553466	0	0	0
TCGA-EW-A1P6-01A-11R-A144-07	0.15335443	0	0.184635999	0.123391916	0.096558234	0.000363071	0.041530656	0.001973049	0	0	0.009699906	0.000391679	0.045343579	0.059146211	0.198383532	0.004080978	0	0.081146759	0	0	0
TCGA-AR-A24K-01A-11R-A169-07	0.154044835	0	0.051955677	0.044281824	0.204106458	0	0.050518226	0.001923755	0	0	0.015033347	0.072716456	0.082463694	0.0365779	0.190775114	0.033417573	0.043200061	0.018277932	0	0	0.00070715
TCGA-E2-A1BD-01A-11R-A12P-07	0.077588095	0	0.008883619	0.096691511	0.161149923	0	0.069871426	0	0	0	0.032304098	0	0.173559862	0.0974118	0.188251065	0.007926305	0	0.084120757	0	0	0.002241538
TCGA-D8-A1JS-01A-11R-A13Q-07	0	0.018275582	0.006652624	0.121467297	0.067985919	0	0.061079047	0.020922985	0.000965169	0	0	0.012824188	0.399400689	0.054274076	0.13828355	0.022529755	0	0.075339121	0	0	0
TCGA-D8-A1Y1-01A-21R-A14M-07	0	0	0	0.027935116	0.22905174	0	0.00371772	0	0	0.001186304	0	0.109480358	0.178117512	0.062495383	0.337595737	0	0	0.045731601	0	0	0.00468853
TCGA-E2-A2P6-01A-11R-A19W-07	0.105126156	0	0.007378267	0.038351416	0.242276574	0	0.052685986	0	0	0	0.016872417	0.073740515	0.011289958	0.099842108	0.249362572	0	0	0.103074031	0	0	0
TCGA-A8-A09D-01A-11R-A00Z-07	0.038652989	0	0.003892544	0.042606008	0.127275719	0	0	0.028607864	0.004712977	0	0.001434555	0	0.367800764	0.056569078	0.271155278	0	0	0.05570092	0	0	0.001591304
TCGA-E2-A56Z-01A-12R-A29R-07	0.004252826	0	0.008843777	0.138270555	0.054939048	0	0.00825991	0.112615343	0	0	0.038038576	0.007168809	0.365513095	0.1674935	0.03272469	0.008026845	0	0.053853026	0	0	0
TCGA-C8-A12Y-01A-11R-A12D-07	0.039562115	0	0.052442851	0.067944906	0.161030445	0	0.074173482	0.031429056	0	0	0.060017321	0.006250072	0.085527217	0.143601175	0.126497796	0.010904663	0	0.140618901	0	0	0
TCGA-A8-A09I-01A-22R-A034-07	0.045248983	0	0.007423699	0.119952348	0.091778441	0.094249221	0.061392695	0	0	0	0.039392232	0.035331908	0.077956901	0.078497977	0.206671967	0.030484027	0.044821409	0.051244131	0	0	0.015554063
TCGA-GM-A2DA-01A-11R-A18M-07	0.147058801	0	0.085688232	0.188245953	0.2802468	0.000739408	0.046777803	0.016120224	0.002302135	0	0.034656869	0.001355314	0.008201856	0.085376699	0.037949498	0.003982716	0	0.061297692	0	0	0
TCGA-C8-A3M8-01A-11R-A213-07	0.052300817	0	0.005837352	0.053168065	0.186208615	0.000903299	0.014823301	0.022141164	0	0.020547168	0	0	0.359079357	0.082075002	0.177088889	0	0	0.025826971	0	0	0
TCGA-A2-A0SY-01A-31R-A084-07	0.149464867	0	0.044980399	0.090840613	0.226145846	0	0.020393412	0.023784251	0.002065654	0	0.018292101	0.010946906	0.066584477	0.097950155	0.118140349	0.038474538	0	0.091936431	0	0	0
TCGA-D8-A1JK-01A-11R-A13Q-07	0.029847767	0	0.011674558	0.10098792	0.151210975	0.071650285	0.024288618	0.009584999	0	0.043127138	0	0	0.22753742	0.14199485	0.128687974	0.028913377	0	0.03049412	0	0	0
TCGA-E2-A15L-01A-11R-A12D-07	0.043266961	0	0.083175516	0.002726537	0.10208933	0	0.035059349	0.004232273	0	0	0.005449452	0	0.317300187	0.047262195	0.267532069	0	0	0.091745595	0	0.000160537	0
TCGA-C8-A8HR-01A-11R-A36F-07	0.028206907	0	0	0.139842472	0.245551346	0.000384768	0.054835817	0.016190981	0.019724461	0	0.017812093	0	0	0.17194432	0.238016554	0.025096024	0	0.042394256	0	0	0
TCGA-OL-A5RZ-01A-11R-A28M-07	0.050583995	0	0.058090778	0.162077737	0.143435215	0.009221062	0.061071712	0	0	0	0	0.026118087	0.205261273	0.037312787	0.187527266	0.004033379	0	0.045962842	0	0.009303868	0
TCGA-A2-A04R-01A-41R-A109-07	0.123411026	0	0.008801953	0.049336302	0.10221571	0	0.023509188	0.038809987	0	0.012396026	0	0	0.419586954	0.017198501	0.024286292	0	0	0.180448064	0	0	0
TCGA-A2-A0EM-01A-11R-A034-07	0.009277878	0	0.002613533	0.05594917	0.224648089	0	0.024964841	0	0.005737544	0	0.007500323	0.115653061	0.013208668	0.046193611	0.135205449	0.09757611	0.061447936	0.199295443	0	0	0.000728345
TCGA-E2-A15J-01A-11R-A12P-07	0.003146884	0.004338479	0	0.048245589	0.093336254	0	0.083468555	0	0	0	0.025956414	0.006512991	0.308667842	0.025606655	0.287150503	0	0.080457588	0.025027613	0	0	0.008084633
TCGA-E9-A1N8-01A-11R-A144-07	0.070307992	0	0	0.059603898	0.067651791	0	0.080182639	0.005418506	0	0	0.018896285	0	0.402252614	0.196180868	0.091085067	0	0	0.00842034	0	0	0
TCGA-AO-A0J2-01A-11R-A034-07	0.056686566	0	0.008980965	0.118829176	0.128941342	0.093562678	0.086264094	0.004500753	0.026512237	0.018362524	0.015328062	0	0.110603653	0.114511277	0.136994587	0.024636817	0.009560067	0.045725202	0	0	0
TCGA-A7-A26J-01B-02R-A277-07	0.095479426	0	0.003000382	0	0.447531678	0.020997345	0	0	0	0.038606929	0	0	0.013797406	0.06269745	0.292832554	0.002995654	0	0.015039326	0	0.007021849	0
TCGA-OL-A5S0-01A-11R-A28M-07	0.050784305	0	0.003119685	0.046499889	0.078054755	0.013128075	0.07792629	0.037262701	0.031038725	0	0.021391202	0	0.332087048	0.112670654	0.149086322	0.007340527	0	0.039609821	0	0	0
TCGA-OL-A5D6-01A-21R-A27Q-07	0.045967278	0	0.007528135	0.052301393	0.260421371	0	0.030742487	0	0	0	0	0.018901611	0.037931525	0.111558518	0.271996341	0.062926125	0	0.099725215	0	0	0
TCGA-BH-A18U-01A-21R-A12D-07	0.044559353	0	0.050033362	0.047818413	0.187761405	0.022829121	0.064148631	0.013332803	0	0	0	0	0.168559479	0.110857131	0.220878062	0.004195881	0.010874603	0.033440561	0	0	0.020711194
TCGA-B6-A0IQ-01A-11R-A034-07	0.069345673	0	0.07933115	0.118847427	0.159471298	0	0.155502442	0.030193816	0	0	0.018071722	0	0.180889313	0.087244337	0.06845142	0.032651402	0	0	0	0	0
TCGA-E2-A1LB-01A-11R-A144-07	0.112721149	0	0.105058706	0.03191389	0.134013827	0	0.048942198	0.037671352	0	0	0.015879443	0.058850592	0.054595997	0.054567392	0.247942736	0.012131174	0.014503361	0.071208182	0	0	0
TCGA-BH-A0EA-01A-11R-A115-07	0.064544807	0	0.003627075	0.031712185	0.1150456	0	0.066963388	0.013257874	0.038067827	0	0.015209289	0	0.301910106	0.043189836	0.1213381	0.164875478	0	0.020258434	0	0	0
TCGA-BH-A0DX-01A-11R-A115-07	0.015871832	0	0.001046126	0.03272761	0.057448044	0	0.014888864	0	0.014449375	0	0.005932903	0	0.580412851	0.054657487	0.145233667	0.002166157	0	0.075165083	0	0	0
TCGA-A1-A0SH-01A-11R-A084-07	0.124092821	0	0.053834074	0.042928324	0.213537109	0	0.005262356	0	0	0.000939432	0	0.011519244	0.17153749	0.046276242	0.173224292	0.008188128	0	0.144636698	0	0	0.004023788
TCGA-A8-A09K-01A-11R-A00Z-07	0.011595426	0	0.031743635	0.278446288	0.117591381	0.072313034	0.055027533	0.034632309	0	0	0	0.000165361	0.074522813	0.068330375	0.123172871	0.007433259	0	0.125025713	0	0	0
TCGA-BH-A0B5-01A-11R-A12P-07	0.054807441	0	0.008656695	0.057603698	0.23796177	0	0.064281627	0.005901588	0.005479604	0	0.005863624	0	0.220823068	0.095947026	0.145508335	0.00435656	0	0.092808965	0	0	0
TCGA-AR-A1AU-01A-11R-A12P-07	0.103250755	0	0.033733587	0.073548448	0.301472568	0	0.00713925	0	0	0	0.038065334	0.0145259	0.082511189	0.062313306	0.141696956	0.008497492	0	0.133245216	0	0	0
TCGA-B6-A0RH-01A-21R-A115-07	0.167152941	0	0.186107636	0.059892074	0.019577007	0.002454818	0.041502755	0.033526878	0	0	0.028671527	0	0.197610503	0.093604411	0.082693961	0	0.006204015	0.081001473	0	0	0
TCGA-D8-A27K-01A-11R-A16F-07	0.170117441	0	0.010153735	0.118670471	0.275994715	0.010130575	0.050636475	0.009387849	0	0.023785386	0	0.009716565	0.051644586	0.13407431	0.080266092	0	0	0.055421799	0	0	0
TCGA-LL-A73Y-01A-11R-A33J-07	0.059988724	0	0	0.048481092	0.186230685	0.012684445	0.035604819	0.055699452	0	0	0.019805784	0	0.355091813	0.022781134	0.052627973	0.097655961	0.027619614	0.025728504	0	0	0
TCGA-A2-A0CS-01A-11R-A115-07	0	0.007836656	0	0.027830056	0.146406732	0	0.024728121	0.049122523	0	0	0.00802412	0.034056871	0	0.002973343	0.116863539	0.285641754	0.112051146	0.176628292	0	0	0.007836846
TCGA-A2-A4S3-01A-21R-A266-07	0.056096501	0	0.002057065	0.117255213	0.235123041	0.01221732	0.05804639	0.082333541	0.002790646	0	0.011708703	0	0.194707161	0.083843729	0.076967311	0.00746611	0	0.05938727	0	0	0
TCGA-AR-A1AW-01A-21R-A12P-07	0.111968645	0	0.06791827	0.16297146	0.138331839	0.080609425	0.035701071	0.029715274	0.011108421	0	0	0	0.169454105	0.083461902	0.093113447	0	0	0.01564614	0	0	0
TCGA-A2-A0YJ-01A-11R-A109-07	0.001294845	0.007783981	0.000498858	0.103498552	0.103951297	0	0.021685281	0.027193249	0	0.00652812	0	0	0.61893636	0.026017128	0.062556075	0	0	0	0.020056254	0	0
TCGA-LL-A73Z-01A-11R-A32P-07	0.09406712	0	0.025868739	0.090179431	0.181987483	0	0.046667222	0.050693377	0.003021871	0	0.026389061	0.000552649	0.060942264	0.187451076	0.118762502	0.020385309	0	0.093031895	0	0	0
TCGA-S3-A6ZG-01A-22R-A32P-07	0.125382257	0	0.111302967	0.115153997	0.144771314	0.003283564	0.023645213	0.012548616	0	0	0.02003538	0.012370738	0.090556494	0.064286618	0.157997475	0.019342602	0	0.099322764	0	0	0
TCGA-E2-A1L8-01A-11R-A13Q-07	0.121938254	0	0.095655148	0.15807536	0.126714111	0.013104692	0.056938342	0.000904557	0.051168542	0	0	0	0.03235905	0.069594775	0.032439142	0.153023473	0	0.088084554	0	0	0
TCGA-D8-A1XQ-01A-11R-A14M-07	0.012367987	0	0.075856333	0.072903893	0.162973351	0.031869183	0.038242628	0.013275566	0	0	0.002134228	0	0.26224869	0.110646505	0.206208193	0	0	0.007076631	0	0	0.004196812
TCGA-E2-A1IH-01A-11R-A13Q-07	0.044337884	0.016509678	0	0.176964181	0.191756098	0.007818272	0.043837604	0.004839578	0.061082171	0	0.029139391	0	0.218959135	0.040460059	0.092912658	0.030143779	0.01358929	0.027650222	0	0	0
TCGA-A8-A06O-01A-11R-A00Z-07	0.02401821	0	0.02700112	0.084179527	0.224681996	0.023727877	0.030906637	0.026730671	0	0	0.005799703	0	0.159295587	0.079510811	0.240937898	0.043630479	0	0.029579483	0	0	0
TCGA-A2-A1G1-01A-21R-A13Q-07	0.063123274	0	0.003654582	0.115960244	0.191541401	0.086519456	0.062102038	0.016082932	0	0.000806366	0	0	0.06931532	0.134487182	0.182771916	0.013624805	0.032137833	0.01360305	0	0	0.014269602
TCGA-BH-A1F8-01A-11R-A13Q-07	0.09025688	0	0.051237534	0.140238458	0.194478655	0.008664197	0.047145973	0	0.016412398	0	0.005456695	0	0.05243783	0.019343158	0.202740186	0.020060536	0.087347831	0.047139237	0	0	0.017040435
TCGA-E9-A24A-01A-11R-A169-07	0.043665502	0	0.00519174	0.014523107	0.172860965	0.008283585	0.031030385	0.000808975	0.006600068	0.005227121	0	0.03539544	0.16966552	0.073567083	0.375837482	0.015350808	0	0.038094541	0	0	0.003897679
TCGA-E9-A1NE-01A-21R-A14M-07	0.097066995	0	0	0.311415403	0.247803133	0.062325736	0.035209299	0.010410405	0.035215732	0	0.003933002	0.004976243	0.015970805	0.067331586	0.063653349	0.012055954	0.001337976	0.031294382	0	0	0
TCGA-BH-A1EO-01A-11R-A137-07	0.010116033	0	0	0.026818362	0.233463771	0.001824898	0.032116027	0.01088085	0.010266376	0	0.002474247	0	0.218101698	0.071756251	0.152742181	0.026826553	0	0.199196086	0	0	0.003416668
TCGA-A8-A08R-01A-11R-A034-07	0.036235423	0	0.010943868	0.06067516	0.176767634	0.055808719	0.050199517	0.013624187	0	0.017754653	0	0	0.294056414	0.133810556	0.11738221	0	0	0.032741658	0	0	0
TCGA-E2-A153-01A-12R-A12D-07	0.000401063	0	0	0	0.122982904	0	0.018562812	0.030450047	0.012465482	0.001237792	0.008968963	0	0.412853105	0.008800118	0.271437671	0	0	0.111840043	0	0	0
TCGA-C8-A1HG-01A-11R-A137-07	0.010385907	0	0.105696287	0.26390552	0.077341564	0.066655834	0.050009289	0.041466854	0.004082882	0	0.019378633	0	0.057867528	0.079101318	0.180577838	0.008618948	0	0.034911597	0	0	0
TCGA-A7-A13D-01A-13R-A12P-07	0.089757164	0	0.001597961	0.019797283	0	0	0.066523401	0.020085994	0	0.009699573	0	0	0.727219378	0.00842877	0.037524674	0	0.017091948	0	0.002273853	0	0
TCGA-BH-A0DT-01A-21R-A12D-07	0.093959885	0	0.009438129	0.075949279	0.253369882	0	0.050154311	0.021665742	0.005231009	0	0.005788167	0.00448619	0.14291108	0.130464871	0.044193928	0.09814957	0	0.064237957	0	0	0
TCGA-A2-A3XY-01A-11R-A239-07	0.091862097	0	0	0.041083976	0.131443131	0.026647824	0.097659059	0.043718653	0	0.0117322	0	0	0.31202168	0.134572125	0.064981947	0.0084904	0	0.035786909	0	0	0
TCGA-BH-A0DV-01A-21R-A12P-07	0.147045864	0	0.02461804	0.082211508	0.144756861	0	0.013178945	0	0.01885223	0	0.033438958	0	0.116151568	0.031317487	0.22277755	0	0	0.16565099	0	0	0
TCGA-A2-A0CQ-01A-21R-A034-07	0.000292422	0.003914826	0	0.166083319	0.146427733	0.000471019	0.01721874	0.012095228	0	0	0	0.094459598	0	0.067622439	0.379126878	0.033564233	0	0.078207529	0	0	0.000516037
TCGA-AO-A12D-01A-11R-A115-07	0	0	0.065859134	0.09085727	0.331177508	0.050895669	0.056849191	0.038343143	0	0.001838132	0	0	0.082148949	0.084171402	0.15304046	0	0.005976094	0.038843048	0	0	0
TCGA-EW-A1PG-01A-11R-A144-07	0.097833701	0	0.021825538	0.055262766	0.17873006	0.035334584	0.025366058	0	0	0.016479451	0	0.035630973	0.069477011	0.034332112	0.10581951	0.073213642	0.095256072	0.107541521	0	0.047896999	0
TCGA-B6-A0RP-01A-21R-A084-07	0.050292601	0	0.004080455	0.17964648	0.202364941	0	0.052908486	0.00124324	0	0	0.021819453	0.020933406	0.158753661	0.05646317	0.172056165	0.030123998	0	0.044512815	0	0	0.004801129
TCGA-C8-A3M7-01A-12R-A21T-07	0.248046932	0	0.226052435	0.072080736	0.124771447	0	0	0.00824598	0	0	0.046206043	0.008447818	0.028955882	0.065197268	0.010481693	0.021621325	0	0.13989244	0	0	0
TCGA-A2-A0CT-01A-31R-A056-07	0.100261821	0	0.006918624	0.048394202	0.151153344	0	0.0328805	0	0	0	0.030332381	0.062835323	0.028276947	0.061232353	0.168866676	0.085633466	0	0.223214362	0	0	0
TCGA-A2-A0SW-01A-11R-A084-07	0.06900235	0	0.097825246	0.235302554	0.146508598	0.033133541	0.040521584	0.04783357	0	0	0	0.000333858	0.093470509	0.07941445	0.113228295	0.004216636	0	0.039208808	0	0	0
TCGA-E2-A14V-01A-11R-A12D-07	0.048583144	0	0.006946541	0.068840583	0.20247283	0	0.070612278	0.003860326	0	0	0.027464272	0	0.145257523	0.102188538	0.095717437	0.012275412	0.007734545	0.208046571	0	0	0
TCGA-AQ-A04J-01A-02R-A034-07	0.216444336	0	0.066057306	0.110471531	0.209149293	0.068152097	0	0	0	0.010753583	0	0.001491351	0.105787158	0.06446174	0.062777704	0.030974567	0.030329195	0.023048742	0	0	0.000101397
TCGA-A2-A0EU-01A-22R-A056-07	0.00490284	0	0	0.068270458	0.213394828	0	0.03403684	0.016733437	0.017152988	0	0.01702537	0	0.175335812	0.084542478	0.079822795	0.037443771	0.015614636	0.230276139	0	0	0.005447608
TCGA-S3-AA17-01A-11R-A41B-07	0.055474635	0	0.017267104	0.132528837	0.160910401	0.061677635	0.019209441	0.065985089	0	0.056787602	0	0	0.190939729	0.110468234	0.09805058	0	0.001117452	0.02958326	0	0	0
TCGA-A2-A0SX-01A-12R-A084-07	0.040291213	0.002331985	0	0.137989658	0.21141549	0.027201323	0.066742729	0.060524216	0.001537583	0	0	0	0.274402174	0.076549137	0.061839143	0.01595888	0.002330703	0.020885767	0	0	0
TCGA-A7-A56D-01A-11R-A27Q-07	0.001411853	0.014583473	0.046215257	0.036794353	0.062193664	0	0.038475218	0.015181921	0	0	0.058367336	0.017246502	0.361752434	0.015062216	0.172283787	0	0.061391798	0.099040187	0	0	0
TCGA-E2-A158-01A-11R-A12D-07	0.078159212	0	0.027659392	0.081374615	0.150867711	0.006609165	0.164656744	0	0	0	0.008887782	0.002950407	0.102797608	0.158898554	0.107048942	0.075212982	0	0.034876885	0	0	0
TCGA-BH-A1FG-01A-11R-A13Q-07	0.067351435	0	0.008574741	0.091664887	0.194408522	0.005533619	0.023532745	0.00460354	0.024839008	0	0	0.070331126	0.024719513	0.118229966	0.173739025	0.01401599	0	0.176673873	0	0	0.001782009
TCGA-E2-A15R-01A-11R-A115-07	0.069253796	0	0.042899466	0.088574754	0.133001118	0	0.022055489	0	0	0	0.020923219	0.059675352	0	0.039668707	0.336264042	0	5.37E-05	0.182979361	0	0	0.004651028
TCGA-BH-A0E6-01A-11R-A034-07	0.145332808	0	0.037505082	0.193588716	0.033396997	0	0.047650294	0.056841174	0	0	0.0309164	0	0.280141709	0.067318322	0.068587171	0	0	0.038721325	0	0	0
TCGA-AO-A03L-01A-41R-A056-07	0.111250169	0	0.058052449	0.044285422	0.277362267	0	0.007269918	0.018924569	0	0	0.050258123	0.02506303	0.072491826	0.123863075	0.067321445	0.004635746	0	0.139221961	0	0	0
TCGA-C8-A1HI-01A-11R-A137-07	0.073332659	0	0.098057757	0.051517434	0.152939312	0.005580133	0.006859692	0	0.037509482	0	0.003160967	0	0.088625936	0.114499809	0.235889709	0.016138445	0	0.112836231	0	0	0.003052433
TCGA-A7-A3IZ-01A-11R-A213-07	0.051069889	0	0.00398494	0.030033165	0.112392284	0	0.001333159	0.006988536	0	0.004983992	0	0	0.185678383	0.023710203	0.243870331	0	0	0.329130612	0	0	0.006824506
TCGA-BH-A18I-01A-11R-A12D-07	0.062489708	0	0	0.114461805	0.261518935	0.03731591	0.01311559	0.04212666	0.006571352	0	0	0.005973514	0.113041317	0.113635016	0.067720989	0.041032091	0	0.120997113	0	0	0
TCGA-C8-A12K-01A-21R-A115-07	0.02025534	0.010172356	0	0.108469402	0.141762431	0.029297976	0.061500965	0.019917617	0.011489551	0	0.07040878	4.50E-05	0.217072919	0.161530682	0.063760439	0.018294332	0	0.065284747	0	0	0.000737484
TCGA-C8-A27A-01A-11R-A169-07	0.078516802	0	0.069960453	0.019053488	0.203630873	0.002696724	0.053298337	0.014868003	0	0	0.002266189	0	0.253870975	0.145083526	0.133200863	0.001927272	0	0.021626494	0	0	0
