Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-AN-A0FZ-01A-11R-A034-07	0.078034476	0	0.011073044	0.028408851	0.09581289	0	0.040687101	0.026836036	0	0	0	0	0.430003083	0.051494107	0.202760558	0.002182904	0	0.027616846	0	0	0.005090103
TCGA-EW-A1OW-01A-21R-A144-07	0.084673661	0	0.017680656	0.030518719	0.130069491	0.002302827	0.094645696	0.024141005	0	0	0.006291566	0	0.379900949	0.089968668	0.107213153	0.015744629	0	0.016848982	0	0	0
TCGA-LL-A6FR-01A-12R-A31O-07	0	0.028295463	0.001952755	0.015922497	0	0	0.017024514	0.054636238	0.00163739	0.034549991	0	0	0.63273468	0	0.196573919	0	0	0.015599147	0	0	0.001073406
TCGA-AN-A046-01A-21R-A034-07	0.030700059	0	0.001989106	0.241426543	0.156069233	0.069351785	0.075847665	0.04586451	0	0	0.005949299	0.002756811	0.061723589	0.117760923	0.115332667	0.037818795	0.000866979	0.036542036	0	0	0
TCGA-OL-A66L-01A-12R-A31O-07	0.080496202	0	0.00569779	0.278468998	0.082994383	0.012985862	0.044352511	0	0.045371436	0	0.0306393	0.023945776	0.088060384	0.06315798	0.163896494	0.006877501	0	0.073055384	0	0	0
TCGA-OL-A66J-01A-11R-A29R-07	0.034443116	0	0.003107145	0.091507672	0.086162521	0.004921158	0.03569085	0	0.000788519	0	0.009375113	0	0.437741192	0.044499541	0.164027839	0.013024032	0	0.066458173	0	0	0.008253129
TCGA-D8-A1JU-01A-11R-A13Q-07	0.056777351	0	0.009480008	0.140599664	0.095574661	0.013230313	0.013685685	0.001633033	0	0	0	0.002223044	0	0.049245774	0.310514509	0.109740294	0	0.197295665	0	0	0
TCGA-BH-A1FR-01A-11R-A13Q-07	0.020001247	0.031967717	0	0.087584906	0.118645495	0.0068657	0.035573239	0.012772187	0	0	0	0	0.39502727	0.132057416	0.145887472	0.009784498	0	0	0.003832853	0	0
TCGA-BH-A0H7-01A-13R-A056-07	0.055022469	0	0.000843909	0.065989841	0.075139695	0	0.001282001	0.016330806	0.06355417	0	0.020485322	0	0.31915192	0.140120629	0.1181987	0.015245892	0	0.108634647	0	0	0
TCGA-B6-A0RS-01A-11R-A084-07	0.108534508	0	0.044092835	0.132856728	0.173324645	0.025909647	0.059844863	0.011615921	0	0	0.016212711	0.000565333	0.124071075	0.076869552	0.166121464	0.0206352	0.014386088	0.024959431	0	0	0
TCGA-LL-A5YP-01A-21R-A28M-07	0.003349661	0.010564561	0.030979007	0.089523881	0.219182328	0.005961962	0.057744919	0.009710107	0.015028981	0	0	0.005955631	0.148435099	0.063397435	0.271375191	0.026888148	0.010012519	0.012996899	0.015044794	0	0.00384888
TCGA-AC-A2QH-01B-04R-A22O-07	0.00156442	0.006628208	0.00042458	0	0.259828582	0	0.003879674	0.001795509	0	0.062862531	0.016470056	0	0.629585213	0	0	0.006872824	0	0.010088403	0	0	0
TCGA-A2-A0YK-01A-22R-A109-07	0.177106403	0	0.04663335	0.25551226	0.153144703	0.050792047	0.037595676	0.036763856	0.012257526	0	0	0	0.024534335	0.072081384	0.061210163	0.049670782	0	0.022697515	0	0	0
TCGA-AO-A03O-01A-11R-A00Z-07	0.057042204	0	0.025157095	0.07882927	0.196527136	0.066269266	0.069874869	0.043785238	0	0.0094803	0	0	0.165399282	0.095377023	0.15058724	0.009357216	0	0.03231386	0	0	0
TCGA-D8-A1JN-01A-11R-A13Q-07	0.064354582	0	0.022386199	0.17046887	0.252532847	0.011996438	0.066067971	0.002682666	0.014077792	0	0.011122824	0.02798821	0	0.095096175	0.163326364	0.022500172	0	0.07539889	0	0	0
TCGA-AN-A0XR-01A-11R-A109-07	0.060973274	0	0.008424064	0.039461156	0.077088588	0	0.047652646	0.025351191	0	0	0.009133684	0	0.332436641	0.059102036	0.140345563	0.125612985	0.000692527	0.073725643	0	0	0
TCGA-D8-A1XV-01A-11R-A14M-07	0	0.008381447	0	0.058290026	0.200090872	0.02352163	0.018777246	0.02174622	0	0.07905345	0.002304674	0.034640402	0.06343748	0.026267876	0.176326341	0.048936939	0	0.238225398	0	0	0
TCGA-AR-A1AH-01A-11R-A12D-07	0.172684444	0	0.016875489	0.023888057	0.20896023	0.002921398	0.041716239	0.005210733	0	0.008341172	0	0.045700719	0.242045682	0.035245621	0.128313004	8.02E-05	0.044263983	0	0.023035599	0	0.000717399
TCGA-E9-A1N6-01A-11R-A144-07	0	0.001475602	0	0.071295531	0.032537445	0.000311334	0.026609506	0.026050958	0	0	0	0.001584575	0.505235868	0.019327003	0.235223439	0.001817227	0	0.078531512	0	0	0
TCGA-W8-A86G-01A-21R-A36F-07	0.193391889	0	0.107690484	0.090359408	0.05502231	0	0.038283187	0.04643207	0	0	0.054342776	0.038921687	0	0.031217727	0.203694319	0.013969828	0	0.126674315	0	0	0
TCGA-A2-A1G4-01A-11R-A13Q-07	0.077503631	0	0.074930244	0.118551455	0.219748248	0	0.078405223	0	0	0	0.011437071	0.049605154	0.03221647	0.073140379	0.178229498	0.009659393	0	0.072587676	0	0	0.003985559
TCGA-B6-A0WY-01A-11R-A109-07	0.071265428	0	0.004857746	0.045697133	0.152680421	0	0.053227192	0.024227083	0.006373398	0	0	0	0.259483742	0.190484228	0.115746716	0.005925055	0	0.070031858	0	0	0
TCGA-BH-A1EV-01A-11R-A137-07	0.064493454	0	0.010918018	0.052086571	0.210523662	0	0.038136809	0.061931016	0	0	0.03856767	0.031522072	0.329921382	0.002859773	0.133608959	0	0.004477657	0.016829207	0	0.00412375	0
TCGA-B6-A0IO-01A-11R-A034-07	0.02980443	0	0.010618939	0.157809393	0.1716177	0.009668575	0.053575728	0.04761468	0	0	0.015522987	0.026828762	0.159776811	0.16409854	0.11170572	0.014621769	0	0.019492015	0	0.007243953	0
TCGA-C8-A12U-01A-11R-A115-07	0.035071351	0	0.003226931	0.247742237	0.093286094	0.104702956	0.031662295	0	0	0	0.032240681	0.011816086	0.057683257	0.115524239	0.102778339	0.032275125	0	0.13199041	0	0	0
TCGA-D8-A1XW-01A-11R-A14M-07	0.047762209	0	0.004997139	0	0.199908346	0.010458849	0.030292882	0.028286095	0	0.013311913	0	0.000762547	0.240493138	0.083011393	0.309880583	0	0	0.030834905	0	0	0
TCGA-AO-A0JG-01A-31R-A084-07	0.061780564	0	0.015796582	0.245145717	0.208241531	0.007338346	0.057643263	0.011332239	0.006582583	0	0.023098286	0.015144642	0.06191184	0.09061539	0.0993569	0.007663527	0	0.088348588	0	0	0
TCGA-A8-A07J-01A-11R-A00Z-07	0.017375343	0	0	0.029902341	0.12366908	0.016281111	0.002844745	0.00766085	0	0.00649627	0	0.02931725	0.354195046	0.038413177	0.186110732	0.07002676	0	0.116054789	0	0	0.001652508
TCGA-OL-A66O-01A-11R-A31O-07	0	0.02732075	0.16500457	0.149105937	0.023423415	0	0.095862003	0.040594358	0	0	0.091647701	0.00231188	0.050632097	0.025550715	0.201842643	0	0	0.120194198	0	0	0.006509732
TCGA-D8-A27I-01A-11R-A16F-07	0.034332958	0	0.012255539	0.109334374	0.255923552	0.039189333	0.021767274	0.006997788	0.0243936	0	0	0.011823438	0.028004339	0.076606661	0.154379511	0.127736254	0	0.09515361	0	0	0.00210177
TCGA-JL-A3YW-01A-12R-A239-07	0.01616364	0	0.002742809	0.061158712	0.150559091	0.013289856	0.04361579	0.044665734	0	0	0	0	0.39137007	0.106005023	0.143882653	0.011949206	0	0.014597416	0	0	0
TCGA-B6-A0IM-01A-11R-A034-07	0.000436846	0	0	0.053684456	0.168370059	0	0.035843327	0.010620471	0	0.038507812	0	0	0.399364921	0.067300402	0.154272799	0	0	0.071598907	0	0	0
TCGA-A7-A13D-01B-04R-A277-07	0.001191144	0.009913622	0.003492036	0.017784897	0.264997606	0	0.015726889	0.004083332	0	0	0.085105245	0.046810721	0.525279876	0.004082228	0	0	0	0	0.009139493	0.003554233	0.008838678
TCGA-BH-A1ES-06A-12R-A24H-07	0.015094927	0	0	0	0.343278266	0	0	0	0	0.045402478	0	0.293572056	0.039564496	0.026447308	0.188195568	0	0.020514807	0	0	0	0.027930094
TCGA-AC-A23G-01A-11R-A213-07	0.015243542	0.006696228	0.000532012	0.043475578	0.082301922	0.023203711	0.031088357	0.034831449	0.030657875	0	0	0	0.498146605	0.039648572	0.088464369	0.016694755	0	0.089015025	0	0	0
TCGA-B6-A0RI-01A-11R-A056-07	0.034819495	0	0.00196104	0.018727762	0.153363691	0	0.01856786	0.02929467	0	0.026464177	0	0.00443997	0.343364336	0.043444753	0.24587566	0.028073474	0	0.048910744	0.002692367	0	0
TCGA-D8-A1Y2-01A-11R-A157-07	0.013235054	0.005116575	0.000470107	0.0885528	0.182136587	0.018702127	0	0.016336232	0.019341082	0	0	0	0.421356745	0.063113773	0.121879017	0.004580264	0	0.044918799	0	0	0.000260838
TCGA-AR-A255-01A-11R-A169-07	0.085647727	0	0.01787622	0.078654137	0.193603669	0.028869896	0.051397968	0.017165508	0	0	0	0.00603562	0.075723391	0.134877699	0.17269801	0.023053276	0.008091065	0.106305813	0	0	0
TCGA-E9-A1NA-01A-11R-A144-07	0.025545926	0	0	0.047767	0.138290672	0	0.026360869	0.029921006	0	0	0.005841198	0.146312718	0.192243231	0.058481086	0.215978608	0	0.054704542	0.048843124	0	0	0.009710019
TCGA-E9-A1RA-01A-11R-A14D-07	0.106652756	0	0	0.112032147	0.110989829	0	0.042829706	0.038877718	0	0	0.061391901	0	0.244858593	0.100148645	0.105122648	0.011365792	0	0.065730266	0	0	0
TCGA-AC-A5XU-01A-11R-A28M-07	0	0.010070652	0.107586584	0.104455114	0.182116504	0	0.023302142	0.025271318	0	0	0.015223859	0	0.286530672	0.074449054	0.1186734	0	0	0.0523207	0	0	0
TCGA-BH-A18K-01A-11R-A12D-07	0.019374674	0	0.006483733	0.042049376	0.074119381	0	0.079152932	0.009797246	0.002101342	0	0.022981747	0	0.334453437	0.067281154	0.211003721	0.052131239	0	0.077425966	0	0	0.001644053
TCGA-E9-A1N4-01A-11R-A14M-07	0.030911304	0	0.001110706	0.033272162	0.184399036	0.01567436	0.014431787	0.003203856	0.010060389	0	0.006816378	0	0.403976634	0.099289223	0.125400374	0	0	0.071453791	0	0	0
TCGA-C8-A138-01A-11R-A115-07	0.096594485	0	0.010023434	0.246355261	0.023266843	0.04593233	0.051303572	0.046418274	0.013488088	0	0.003620582	0	0.231101474	0.063307494	0.074013159	0.011402482	0	0.083172521	0	0	0
TCGA-OL-A66H-01A-11R-A29R-07	0.004128193	0.01647295	0	0.056524366	0.1692365	0.007010022	0	0.011874966	0	0	0.026411986	0.027334716	0.046116999	0.096899969	0.379369587	0.009298616	0	0.138927077	0	0	0.010394051
TCGA-OL-A66N-01A-12R-A31O-07	0.054382537	0.024532531	0.080810525	0.162366943	0.118263883	0	0.083287483	0.000909801	0.001966575	0	0.057767285	0	0.014965336	0.019136075	0.162029973	0.053940428	0.004554366	0.160265814	0	0	0.000820445
TCGA-AR-A0TZ-01A-12R-A084-07	0.050305727	0	0	0.062145315	0.213139385	0	0.076454065	0	0	0	0.014669288	0.051249393	0.125571377	0.065524543	0.238343948	0.020010056	0	0.070158798	0.012428106	0	0
TCGA-AN-A03Y-01A-21R-A00Z-07	0.047459623	0	0	0.196987054	0.209783442	0.004987711	0	0.012066212	0.034740274	0	0.011079685	0	0.040118199	0.166741721	0.079961639	0.0391706	0	0.156570162	0	0	0.000333677
TCGA-BH-A28O-01A-11R-A22K-07	0.228108942	0	0.18878115	0.167644229	0.222511061	0	0	0.003864561	0	0	0.003553694	0.024735649	0.020241579	0.041550399	0.037422059	0.013843121	0	0.047743555	0	0	0
TCGA-AQ-A54O-01A-11R-A266-07	0.127688083	0	0.042775911	0.073690235	0.17148052	0	0.09853833	0.032711522	0.002468402	0	0	0	0.235255879	0.068981427	0.091806378	0.034581114	0	0.020022199	0	0	0
TCGA-AR-A0TY-01A-12R-A115-07	0.079054797	0	0.066145008	0.055111947	0.081490909	0.008888388	0.032509845	0.018049512	0	0	0.011424798	0	0.269671516	0.041912479	0.215976862	0	0	0.119763939	0	0	0
TCGA-AN-A0FW-01A-11R-A034-07	0.074462504	0	0.000334469	0.181008892	0.186299733	0.027352385	0.01561042	0.024370103	0.046695905	0	0.00665737	0.009083958	0.024920167	0.084119047	0.200224094	0.028878601	0	0.089982352	0	0	0
TCGA-A8-A0A1-01A-11R-A00Z-07	0.008003107	0	0.002681184	0.01456045	0.095723623	0.018518951	0.043253569	0.037455104	0.017367941	0.004601417	0	0	0.480513258	0.09112054	0.103281125	0.006453124	0	0.076466607	0	0	0
TCGA-E9-A243-01A-21R-A169-07	0.019723908	0.005709102	0.011689286	0.105239986	0.198591637	0.041520258	0.043002165	0	0.104073943	0	0	0	0.094734654	0.152343531	0.109968624	0.035970514	0	0.064809886	0	0	0.012622506
TCGA-AR-A251-01A-12R-A169-07	0.092070949	0	0.007770586	0.067597667	0.249897822	0.0339995	0.056219055	0	0	0.005383815	0	0.006303004	0.092902724	0.12078637	0.146982662	0	0.100250585	0.019835262	0	0	0
TCGA-A8-A09T-01A-11R-A00Z-07	0.005429261	0	0.002593071	0.051718255	0.194694608	0	0.01422337	0.000730211	0	0	0.032943657	0.135730861	0.102285465	0.077289233	0.33726017	0.017596179	0	0	0.005904763	0	0.021600895
TCGA-EW-A1IY-01A-11R-A13Q-07	0.028760325	0	0.000839477	0.094245333	0.366624409	0.035218498	0.048760131	0	0.078288795	0	0	0	0.016374307	0.142720414	0.066045424	0.057252223	0	0.064870665	0	0	0
TCGA-C8-A26X-01A-31R-A16F-07	0	0.013396492	0.120600968	0.113111847	0.036444096	0.063916248	0.045182099	0.001315566	0.040800512	0.00801296	0	0	0.2592015	0.111949249	0.137995031	0.0103855	0	0.037687932	0	0	0
TCGA-AO-A12A-01A-21R-A115-07	0.180083597	0	0.023062891	0.128078712	0.193703924	0	0.042343558	0.020417343	0	0	0.034488347	0.024766493	0.080765466	0.081789656	0.069413372	0.018251601	0	0.10283504	0	0	0
TCGA-BH-A0B9-01A-11R-A056-07	0.028975494	0	0	0.225391554	0.103813589	0.079792005	0.06002114	0.067828184	0	0	0.008413377	0	0.122168341	0.106487012	0.072024589	0.082496438	0	0.042588277	0	0	0
TCGA-AO-A0JB-01A-11R-A32Y-07	0.060343901	0	0	0.152398834	0.195035264	0	0.065299132	0.046303773	0	0	0.053963664	0.018109034	0.175809621	0.052712076	0.145816292	0.000107886	0	0.03149253	0	0	0.002607993
TCGA-AR-A254-01A-21R-A169-07	0.041979106	0	0.0057761	0.079311714	0.238088079	0.064957534	0.017668569	0.011550229	0	0.000259415	0	0	0.203526209	0.087872685	0.217863773	0	0	0.027747979	0	0	0.003398609
TCGA-B6-A402-01A-11R-A239-07	0.056671269	0	0.005383714	0.022689721	0.095310259	0	0.023281546	0.009062206	0	0	0	0	0.621511822	0.069489261	0.088497772	0	0	0.00810243	0	0	0
TCGA-EW-A1IX-01A-12R-A144-07	0.082200635	0	0.011655319	0.031948682	0.185828921	0	0.031880498	0.028367441	0	0	0	0	0.289198776	0.023771053	0.139028215	0.020130563	0.009919756	0.014609232	0.126289739	0	0.005171168
TCGA-BH-A204-01A-11R-A157-07	0.002588684	0	0.003811227	0.047433881	0.240884202	0	0.016419504	0.004380146	0	0	0.028926237	0.016853077	0.085004964	0	0.290611442	0	0	0.243324945	0	0.01098527	0.008776419
TCGA-GM-A2DC-01A-11R-A18M-07	0.085274624	0	0.010387911	0.172124909	0.160331868	0	0.060707126	0.040964541	0	0	0.033958819	0.012372096	0	0.134854288	0.174264591	0.00814869	0	0.106610537	0	0	0
TCGA-B6-A0RU-01A-11R-A084-07	0.102101017	0	0.010652321	0.062255943	0.181673904	0.018394309	0.047848511	0.008107245	0.011095111	0	0	0	0.199870131	0.117743095	0.15088285	0.071114743	0	0.018260819	0	0	0
TCGA-E9-A1NI-01A-11R-A14D-07	0	0	0.000898281	0.028002927	0.067502788	0	0.052958017	0.015405684	0.002471994	0	0	0	0.466378094	0.032004444	0.251690555	0	0	0.08009771	0	0	0.002589506
TCGA-AC-A2FG-01A-11R-A17B-07	0.067023057	0	0.137083283	0.063759004	0.141655551	0	0.018271571	0.008579362	0.005732888	0	0	0	0.145232178	0.023285161	0.136947671	0.085573313	0	0.166856962	0	0	0
TCGA-A1-A0SJ-01A-11R-A084-07	0.078441571	0	0.042598131	0.140457399	0.333335863	0	0.005515137	0	0	0	0.027911305	0.006099762	0.07450907	0.076301725	0.131695766	0.019156535	0	0.062262438	0	0	0.001715298
TCGA-D8-A27N-01A-11R-A16F-07	0.10900671	0	0.079177765	0.072822931	0.121496178	0.00113532	0.006617633	0.017507293	0	0	0.008702805	0	0.294932329	0.037184713	0.192345431	0	0	0.056111215	0	0	0.002959677
TCGA-BH-A18R-01A-11R-A12D-07	0.088852506	0	0.040672653	0.084664497	0.192452732	0.073121859	0.064497025	0	0	0	0.00651308	0.019127786	0.030066171	0.086618072	0.14535526	0.09182645	0	0.07623191	0	0	0
TCGA-A8-A08H-01A-21R-A00Z-07	0.029014821	0	0	0.043717128	0.090354899	0.029688738	0	0.005862687	0	0.005385305	0	0.091631894	0.135245827	0.023307088	0.380701062	0.049549479	0	0.085943074	0	0.001749695	0.027848302
TCGA-GM-A2DL-01A-11R-A18M-07	0.03390529	0	0.000931699	0.023661563	0.126423795	0	0.043466309	0.019183627	0	0	0.02239329	0	0.179546389	0.050300987	0.334319398	0.064015648	0.016027886	0.080695802	0	0	0.005128316
TCGA-AR-A24Q-01A-12R-A169-07	0.062793912	0	0.079942693	0.153521968	0.192106022	0.022542689	0.04431147	0.004995334	0.026961992	0	0	0	0.20775594	0.064241153	0.098749226	0.014092189	0	0.027985413	0	0	0
TCGA-E2-A14Q-01A-11R-A12D-07	0.051750776	0	0.016411933	0.187210558	0.346708787	0.024207016	0.01026088	0	0	0	0	0	0.011979919	0.142583519	0.09990376	0.02712758	0	0.081855272	0	0	0
TCGA-C8-A1HF-01A-11R-A137-07	0.028795421	0	0.034416694	0.248245773	0.214256357	0.085804484	0.041120582	0.015834381	0.031478439	0	0	0.016383651	0.003178993	0.072439638	0.201402657	0.004621336	0	0	0.000361137	0	0.001660457
TCGA-D8-A1Y0-01A-11R-A14M-07	0.072130946	0	0.00021263	0.124336448	0.243325822	0.020698243	0.064568248	0.021290238	0.014019658	0	0	0.027401744	0	0.091552697	0.116959224	0.109204812	0	0.094299289	0	0	0
TCGA-B6-A0I5-01A-11R-A034-07	0.186459966	0	0.053422884	0.094013196	0.140473486	0.027359057	0.04839978	0.01367906	0	0	0	0	0.213274003	0.050651335	0.109646892	0.037805534	0	0.024814809	0	0	0
TCGA-A7-A4SB-01A-21R-A266-07	0.187878196	0	0.183377983	0.112706607	0.090971478	0	0.013607313	0	0	0	0.019954453	0	0	0.077566692	0.151494502	0.014766887	0	0.147675889	0	0	0
TCGA-B6-A1KI-01A-11R-A14M-07	0.079921349	0	0.011040339	0.021503844	0.129741695	0	0.06504737	0.002908717	0	0	0.014422731	0	0.292090075	0.096347917	0.153639978	0	0	0.133335985	0	0	0
TCGA-D8-A1JB-01A-11R-A13Q-07	0.097865425	0	0.04138975	0.251003075	0.097997246	0.025874801	0.076151785	0.058853746	0.070778433	0	0	0	0.02663593	0.077899977	0.107606352	0.033147019	0	0.034087992	0	0	0.000708469
TCGA-A2-A04T-01A-21R-A034-07	0.098876898	0	0.043146024	0.16460219	0.081333541	0.098480518	0.076937766	0.031569167	0	0	0.009972157	0	0.166011506	0.077773297	0.109245171	0.028879815	0	0.013171951	0	0	0
TCGA-BH-A0DP-01A-21R-A056-07	0.077465339	0	0.009678341	0.233230552	0.182502126	0	0.023714827	0.005436166	0	0	0.002263557	0	0.130230973	0.109259353	0.139138861	0.004510444	0	0.075028066	0	0	0.007541395
TCGA-OL-A5RW-01A-11R-A28M-07	0.005977675	0.046464329	0	0.003317194	0.174030213	0.004623595	0.072474274	0.014463009	0	0.009501527	0	0.024642939	0.236283187	0.132869064	0.141021774	0	0.097065671	0.033341495	0	0	0.003924055
TCGA-A8-A08I-01A-11R-A00Z-07	0.031290772	0	0.008929866	0.188014764	0.019731103	0.043458786	0.03936751	0.034449969	0	0	0.00066939	0	0.365850691	0.118622577	0.102934734	0.013570854	0	0.033108983	0	0	0
TCGA-GM-A5PX-01A-12R-A28M-07	0.1426092	0	0.048525739	0.114962626	0.210161425	0	0.020541714	0	0.022120894	0	0.019759128	0	0.081231632	0.04528452	0.126593583	0.037086242	0	0.129072222	0	0	0.002051077
TCGA-BH-A0DL-01A-11R-A115-07	0.003109653	0.000977263	0.004006193	0.064644975	0.078226728	0.07088508	0.04707547	0.03522938	0	0	0.011800078	0	0.244143634	0.142468435	0.160610638	0.102539827	0	0.025224149	0	0	0.009058497
TCGA-AO-A126-01A-11R-A10J-07	0.00701037	0	0.006720538	0.127213919	0.272236716	0	0.028337601	0.052394398	0	0	0.047235715	0.00442381	0.001216046	0.083546805	0.210781892	0.011044491	0	0.1478377	0	0	0
TCGA-E9-A22B-01A-11R-A157-07	0	0.002640041	0.003881139	0.06323409	0.2106421	0	0.019761454	0.001806861	0.044404309	0	0.014005312	0	0.26598193	0.143732848	0.111400404	0.00398828	0	0.105603579	0	0	0.008917655
TCGA-BH-A0H5-01A-21R-A115-07	0.070949579	0.007322139	0.103797556	0.305519551	0.117465036	0.043437537	0.015707696	0.051320572	0.009805455	0	0.004199606	0	0.101491621	0.067684305	0.05030248	0.018564165	0	0.032432703	0	0	0
TCGA-AN-A0AJ-01A-11R-A00Z-07	0.02281723	0	0	0.158585326	0.116700306	0.083107987	0.017846319	0.002627921	0.009497316	0	0.002012502	0	0.265766321	0.104753529	0.137970538	0.026544671	0	0.051770035	0	0	0
TCGA-B6-A0RG-01A-11R-A056-07	0.083419648	0	0.029402957	0.051525599	0.094530133	0	0.066319471	0.017919832	0	0	0.02873507	0	0.310651688	0.051788088	0.108838096	0.035700129	0	0.121169289	0	0	0
TCGA-D8-A4Z1-01A-21R-A266-07	0.098443643	0	0.038376911	0.145008802	0.246761589	0	0.042169623	0.005933386	0	0.029888552	0.018739187	0.015399612	0	0.070295811	0.114344071	0.031518964	0	0.143119848	0	0	0
TCGA-B6-A0IJ-01A-11R-A034-07	0.020198195	0.001118904	0.011567837	0.117887039	0.148178845	0.01911498	0.05003969	0.04061499	0	0	0.014957953	0.006813417	0.249736159	0.13220423	0.098297001	0.062044066	0	0.027226694	0	0	0
TCGA-A7-A2KD-01A-31R-A21T-07	0.051724326	0	0.003481314	0.061096941	0.259596051	0.022859803	0.037848651	0.053406776	0.004872434	0	0	0	0.157983726	0.101727892	0.173677227	0.007505687	0	0.060967104	0	0	0.003252067
TCGA-B6-A1KC-01B-11R-A157-07	0.000419727	7.26E-05	0	0.089220283	0.060896984	0.000269067	0.02133708	0.01090646	0	0	0.000328295	0.012252215	0.256865446	0.037391555	0.349435557	0.008804959	0	0.15085262	0	0.000947168	0
TCGA-A2-A0CU-01A-12R-A034-07	0.011034953	0.033314394	0	0.158992188	0.190822566	0	0	0.004569335	0	0	0.031930043	0.029748988	0.042837029	0.126038193	0.236544966	0.021549835	0	0.112617508	0	0	0
TCGA-D8-A142-01A-11R-A115-07	0	0.024788507	0.120793594	0.08760786	0.159832885	0.010930567	0.053759092	0.004609902	0	0.005819706	0	0	0.283443417	0.082159481	0.112461663	0.021012137	0	0.032781188	0	0	0
TCGA-A2-A0CW-01A-21R-A115-07	0.018425765	0	0.002606823	0.137023743	0.223167846	0.024510513	0.050111464	0.007324234	0	0	0	0	0.119470671	0.177431392	0.148528277	0.00758877	0	0.083810502	0	0	0
TCGA-BH-A0GZ-01A-11R-A056-07	0.076954464	0	0.033214311	0.107994233	0.154402712	0	0.046463588	0.024450365	0	0	0.029828667	0.035547261	0.116942499	0.067965784	0.143033828	0.063846315	0	0.099355972	0	0	0
TCGA-BH-A18P-01A-11R-A12D-07	0.052434542	0	0.0073961	0.082007894	0.145137493	0.001107441	0.031727356	0.006211018	0	0	0	0.010490088	0.327762987	0.144654871	0.121784367	0.011786801	0	0.057499043	0	0	0
TCGA-D8-A1JC-01A-11R-A13Q-07	0.007795972	0.002373769	0.003560977	0.079832667	0.122692782	0.002881361	0.046221221	0.041224583	0.040183747	0	0	0	0.334134281	0.126921659	0.114727271	0.00247641	0	0.074973301	0	0	0
TCGA-A8-A0A4-01A-11R-A00Z-07	0.045292049	0	0.006021613	0.098269311	0.200289856	0	0.023037388	0.019096535	0	0.013061187	0.011856538	0.003757561	0.107613124	0.101191178	0.221137032	0.005149258	0	0.14422737	0	0	0
TCGA-A2-A25E-01A-11R-A169-07	0.134549617	0	0	0.052675441	0.264591568	0.027572586	0.067270225	0	0.008227101	0	0	0	0.043087587	0.11631922	0.173226799	0.048897866	0	0.063581989	0	0	0
TCGA-GM-A2DI-01A-31R-A18M-07	0.074210682	0	0.001486642	0.240944415	0.292287343	0.095040402	0	0	0.000663635	0	0	0.008978188	0.087945477	0.068570819	0.089981476	0.014743287	0	0.025147633	0	0	0
TCGA-AN-A0AM-01A-11R-A034-07	0.05285331	0	0.002815806	0.106034479	0.152272284	0.016175922	0.109250222	0.032364126	0.023720878	0	0.040415477	0	0.085012516	0.124685416	0.182350061	0.006278178	0.012724903	0.049191405	0	0	0.003855017
TCGA-E9-A1RG-01A-11R-A14D-07	0.023285746	0	0.005647528	0.092409468	0.086744052	0	0	0.065277097	0	0	0.085919973	0.012325915	0.13547846	0.137824965	0.203404665	0.05334937	0	0.09833276	0	0	0
TCGA-E2-A1IO-01A-11R-A144-07	0.05501908	0	0.006817053	0.144889307	0.222115521	0.011516638	0.058592075	0.041626446	0.033189366	0	0	0	0.132028728	0.094485332	0.083457985	0.034079463	0.007005623	0.075177382	0	0	0
TCGA-A2-A0D2-01A-21R-A034-07	0.078672352	0	0.002678256	0.153097181	0.162396555	0.089056452	0.017153422	0.002189685	0	0.021008078	0	0.007952805	0.218698338	0.093601138	0.099509031	0.030420346	0	0.023566359	0	0	0
TCGA-BH-A0H3-01A-11R-A12P-07	0.063829504	0	0.016081374	0.110525596	0.213431376	0	0.032043943	0.020653362	0.025889263	0	0	0	0.172951443	0.084420042	0.15227352	0.06066911	0	0.047231467	0	0	0
TCGA-D8-A1XD-01A-11R-A14D-07	0.139186199	0	0.166640421	0.008046298	0.108359504	0.004724833	0.005038397	0.018493641	0	0.009312873	0.001628921	0	0.239004701	0.036315923	0.168792804	0	0	0.094455487	0	0	0
TCGA-3C-AAAU-01A-11R-A41B-07	0.175036886	0	0.127081103	0.026051273	0.044035135	0	0.021140341	0.039403558	0	0	0.008717059	0	0.211593853	0.041360815	0.258391439	0	0	0.038299648	0	0	0.008888889
TCGA-AC-A6IV-01A-12R-A33J-07	0.060783946	0	0.005423701	0.092828785	0.229301693	0.007390304	0.015825545	0.031620041	0.010376403	0	0.00853083	0	0.10470055	0.075416798	0.238441983	0.008255974	0.000160383	0.104007964	0	0	0.006935098
TCGA-S3-AA12-01A-11R-A41B-07	0	0.022206263	0.022284284	0.119979085	0.217267915	0	0.056836616	0.034867467	0	0.006495785	0	0.047693605	0.113602849	0.04464733	0.199259418	0	0	0.112029585	0	0	0.002829798
TCGA-BH-A42T-01A-11R-A24H-07	0.059619551	0	0.001024337	0.076251485	0.155645471	0	0.116827963	0.023750385	0	0	0.029650881	0.096119614	0	0.051968638	0.123994673	0.039908182	0.032308015	0	0.192930805	0	0
